book_id,goodreads_book_id,best_book_id,work_id,books_count,isbn,isbn13,authors,original_publication_year,original_title,title,language_code,average_rating,ratings_count,work_ratings_count,work_text_reviews_count,ratings_1,ratings_2,ratings_3,ratings_4,ratings_5,image_url,small_image_url
771,9938498,9938498,14831761,57,307408841,9780307408850.0,Erik Larson,2011.0,"In the Garden of Beasts: Love, Terror, and an American Family in Hitler's Berlin","In the Garden of Beasts: Love, Terror, and an American Family in Hitler's Berlin",eng,3.81,110481,122989,12570,1951,7701,32350,50986,30001,https://images.gr-assets.com/books/1327864303m/9938498.jpg,https://images.gr-assets.com/books/1327864303s/9938498.jpg
772,30289,30289,1625515,842,140449140,9780140449140.0,"Plato, Desmond Lee",-380.0,Πολιτεία,The Republic,eng,3.9,110274,122747,2261,2772,7531,29394,42284,40766,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
773,47021,47021,3152341,689,074347757X,9780743477570.0,William Shakespeare,1593.0,The Taming of the Shrew,The Taming of the Shrew,en-US,3.81,126318,134240,2370,2869,9611,35666,47453,38641,https://images.gr-assets.com/books/1327935253m/47021.jpg,https://images.gr-assets.com/books/1327935253s/47021.jpg
774,13206828,13206828,18390772,51,312642970,9780312642980.0,Marissa Meyer,2014.0,Cress,"Cress (The Lunar Chronicles, #3)",eng,4.46,162069,177466,20055,866,2056,14772,56494,103278,https://images.gr-assets.com/books/1470057005m/13206828.jpg,https://images.gr-assets.com/books/1470057005s/13206828.jpg
775,341879,341879,332242,66,006621131X,9780066211310.0,Patti Smith,2010.0,Just Kids,Just Kids,en-US,4.14,106542,117400,8415,3268,5377,17142,37031,54582,https://images.gr-assets.com/books/1259762407m/341879.jpg,https://images.gr-assets.com/books/1259762407s/341879.jpg
776,567616,567616,347606,8,714836257,9780714836260.0,Phaidon Press,1997.0,,The Art Book,eng,3.79,102746,102988,192,7128,7874,22124,28325,37537,https://images.gr-assets.com/books/1411210646m/567616.jpg,https://images.gr-assets.com/books/1411210646s/567616.jpg
777,227941,227941,3341834,40,767905180,9780767905180.0,Jane Green,2001.0,Jemima J,Jemima J,en-US,3.62,101436,103849,2448,8909,9304,24965,29819,30852,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
778,30597,30597,3043569,1206,451527887,9780451527880.0,"Victor Hugo, Walter J. Cobb",1831.0,Notre-Dame de Paris,The Hunchback of Notre-Dame,eng,3.97,119851,133421,3255,1952,6849,30636,47753,46231,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
779,5211,5211,865827,79,140003065X,9781400030650.0,Rohinton Mistry,1996.0,A Fine Balance,A Fine Balance,eng,4.34,99252,104516,7227,1477,3066,11254,31034,57685,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
780,77727,77727,2110010,24,836220889,9780836220890.0,"Bill Watterson, G.B. Trudeau",1987.0,Calvin and Hobbes,Calvin and Hobbes,en-US,4.61,117788,118294,684,980,1435,7684,22365,85830,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
781,24765,24765,3278286,66,689865406,9780689865400.0,Scott Westerfeld,2006.0,Specials,"Specials (Uglies, #3)",eng,3.77,139168,148783,7313,3286,13140,41196,48574,42587,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
782,58345,58345,1970518,452,543898083,9780543898080.0,Kate Chopin,1899.0,The Awakening,The Awakening,eng,3.63,125474,137455,5662,7523,14751,35125,44172,35884,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
783,4134071,4134071,4181277,63,031237982X,9780312379830.0,"P.C. Cast, Kristin Cast",2009.0,Hunted,"Hunted (House of Night, #5)",eng,3.93,138103,146051,3204,4169,10788,32719,41977,56398,https://images.gr-assets.com/books/1438042897m/4134071.jpg,https://images.gr-assets.com/books/1438042897s/4134071.jpg
784,10929,10929,3125926,83,1401303277,9781401303270.0,Mitch Albom,2006.0,For One More Day,For One More Day,en-US,4.09,102193,106720,6632,958,4221,21064,38962,41515,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
785,32669,32669,5054704,91,425144372,9780425144370.0,Tom Clancy,1989.0,Clear and Present Danger,"Clear and Present Danger (Jack Ryan Universe, #6)",eng,4.08,105317,108638,574,973,3064,21463,44290,38848,https://images.gr-assets.com/books/1291440438m/32669.jpg,https://images.gr-assets.com/books/1291440438s/32669.jpg
786,30120,30120,2501867,24,60513098,9780060513090.0,Shel Silverstein,1996.0,Falling Up,Falling Up,en-US,4.33,111779,114990,1281,1209,2879,15625,32073,63204,https://images.gr-assets.com/books/1327871908m/30120.jpg,https://images.gr-assets.com/books/1327871908s/30120.jpg
787,7821447,7821447,10860635,39,61992704,9780061992700.0,Justin Halpern,2010.0,Sh*t My Dad Says,Sh*t My Dad Says,,3.98,102560,116368,7386,2279,6246,25054,40835,41954,https://images.gr-assets.com/books/1370399211m/7821447.jpg,https://images.gr-assets.com/books/1370399211s/7821447.jpg
788,23955,135836,1087421,112,2020336464,9782020336470.0,"Irvine Welsh, Eric Lindor Fall",1993.0,Trainspotting,Trainspotting,fre,4.07,59453,110677,2029,1757,4329,19778,42833,41980,https://images.gr-assets.com/books/1375258001m/23955.jpg,https://images.gr-assets.com/books/1375258001s/23955.jpg
789,29581,29581,1703483,143,553803727,9780553803720.0,Isaac Asimov,1952.0,Foundation and Empire,Foundation and Empire (Foundation #2),eng,4.2,105595,116241,2054,497,2770,18775,44860,49339,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
790,6596,6596,376130,82,1878424505,9781878424500.0,Miguel Ruiz,1997.0,"The Four Agreements: A Practical Guide to Personal Freedom, A Toltec Wisdom Book",The Four Agreements: A Practical Guide to Personal Freedom,,4.12,97016,112472,6132,2463,5818,19047,33836,51308,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
791,6614960,6614960,6809039,7,743296435,9780743296430.0,Jodi Picoult,2010.0,House Rules,House Rules,en-US,4.01,111239,119767,9871,1155,5434,25143,47540,40495,https://images.gr-assets.com/books/1290479868m/6614960.jpg,https://images.gr-assets.com/books/1290479868s/6614960.jpg
792,22917,22917,1855987,325,394709306,9780394709310.0,"Jacob Grimm, Wilhelm Grimm, Josef Scharl, Padraic Colum, Joseph Campbell, Margaret Raine Hunt, James Stern",1812.0,Brüder Grimm: Kinder- und Hausmärchen,The Complete Grimm's Fairy Tales,eng,4.31,116324,128007,1851,772,2476,18421,41254,65084,https://images.gr-assets.com/books/1369540060m/22917.jpg,https://images.gr-assets.com/books/1369540060s/22917.jpg
793,3980,3980,1384549,83,744583276,9780744583270.0,E.L. Konigsburg,1967.0,From the Mixed-Up Files of Mrs. Basil E. Frankweiler,From the Mixed-Up Files of Mrs. Basil E. Frankweiler,eng,4.15,134537,144108,5440,1943,5209,25045,49509,62402,https://images.gr-assets.com/books/1327784751m/3980.jpg,https://images.gr-assets.com/books/1327784751s/3980.jpg
794,16130549,16130549,17851499,116,1476727651,9781476727650.0,Stephen King,2013.0,Doctor Sleep,"Doctor Sleep (The Shining, #2)",eng,4.1,95276,116565,13654,1117,4071,19995,48181,43201,https://images.gr-assets.com/books/1362415596m/16130549.jpg,https://images.gr-assets.com/books/1362415596s/16130549.jpg
795,4271,4271,2961843,138,140285679,9780140285670.0,Nick Hornby,1998.0,About a Boy,About a Boy,en-US,3.79,101999,112161,2794,1127,5639,32252,49493,23650,https://images.gr-assets.com/books/1382004144m/4271.jpg,https://images.gr-assets.com/books/1382004144s/4271.jpg
796,15760001,15760001,21459719,61,,,Samantha Young,2012.0,On Dublin Street,"On Dublin Street (On Dublin Street, #1)",eng,4.24,136761,145943,8174,2615,5087,19239,46853,72149,https://images.gr-assets.com/books/1490401910m/15760001.jpg,https://images.gr-assets.com/books/1490401910s/15760001.jpg
797,3206011,3206011,3239458,44,1434768511,9781434768510.0,"Francis Chan, Danae Yankoski, Chris Tomlin",2008.0,Crazy Love: Overwhelmed by a Relentless God,Crazy Love: Overwhelmed by a Relentless God,eng,4.15,106351,109134,3011,2800,4867,16969,32636,51862,https://images.gr-assets.com/books/1328763220m/3206011.jpg,https://images.gr-assets.com/books/1328763220s/3206011.jpg
798,7770,7770,98895,49,7173687,9780007173690.0,Dr. Seuss,1960.0,"One Fish, Two Fish, Red Fish, Blue Fish","One Fish, Two Fish, Red Fish, Blue Fish",,4.12,117582,122653,2074,2153,5979,24401,32449,57671,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
799,32423,32423,2200683,99,,9780425188800.0,Dean Koontz,1987.0,Watchers,Watchers,,4.16,109595,113984,2687,1253,3766,20833,38155,49977,https://images.gr-assets.com/books/1308458930m/32423.jpg,https://images.gr-assets.com/books/1308458930s/32423.jpg
800,821611,821611,1602613,298,553213873,9780553213870.0,Helen Keller,1902.0,The Story of My Life,The Story of My Life,eng,4.07,107313,110056,1683,2514,4654,20960,36225,45703,https://images.gr-assets.com/books/1320429331m/821611.jpg,https://images.gr-assets.com/books/1320429331s/821611.jpg
801,6224935,6224935,6405647,71,052595127X,9780525951280.0,Jonathan Tropper,2009.0,This Is Where I Leave You,This is Where I Leave You,eng,3.88,98645,111476,11062,1552,6027,26235,47931,29731,https://images.gr-assets.com/books/1467397162m/6224935.jpg,https://images.gr-assets.com/books/1467397162s/6224935.jpg
802,7108001,7108001,6596168,62,446563080,9780446563090.0,Seth Grahame-Smith,2010.0,Abraham Lincoln: Vampire Hunter,Abraham Lincoln: Vampire Hunter,en-US,3.7,106336,118704,11875,4404,10413,31741,42104,30042,https://images.gr-assets.com/books/1291165397m/7108001.jpg,https://images.gr-assets.com/books/1291165397s/7108001.jpg
803,271199,271199,542633,17,1591826039,9781591826030.0,"Natsuki Takaya, Alethea Nibley, Athena Nibley",1999.0,フルーツバスケット 1,"Fruits Basket, Vol. 1",eng,4.23,118467,118803,1541,3190,5265,17379,27721,65248,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
804,12985,12985,1359590,956,743482832,9780743482840.0,William Shakespeare,1623.0,The Tempest,The Tempest,en-US,3.8,125178,135537,2831,2394,10084,37832,46984,38243,https://images.gr-assets.com/books/1327793692m/12985.jpg,https://images.gr-assets.com/books/1327793692s/12985.jpg
805,6917952,6917952,7145410,61,1905654944,9781905654950.0,"P.C. Cast, Kristin Cast",2010.0,Burned: A House of Night Novel,"Burned (House of Night, #7)",eng,3.98,120763,129493,2999,3628,8971,27361,35719,53814,https://images.gr-assets.com/books/1327944437m/6917952.jpg,https://images.gr-assets.com/books/1327944437s/6917952.jpg
806,5096,5096,750558,11,340829788,9780340829780.0,"Stephen King, Dave McKean",1997.0,Wizard and Glass,"Wizard and Glass (The Dark Tower, #4)",eng,4.24,105026,120708,4070,1040,4034,17762,39468,58404,https://images.gr-assets.com/books/1327946510m/5096.jpg,https://images.gr-assets.com/books/1327946510s/5096.jpg
807,18302455,18302455,25791820,89,385351399,9780385351390.0,Dave Eggers,2013.0,The Circle,The Circle,eng,3.46,109412,129023,17954,5667,16425,41080,44562,21289,https://images.gr-assets.com/books/1376419833m/18302455.jpg,https://images.gr-assets.com/books/1376419833s/18302455.jpg
808,9673436,9673436,527941,73,439813786,9780439813780.0,Brian Selznick,2007.0,The Invention of Hugo Cabret,The Invention of Hugo Cabret,eng,4.23,132159,135507,13128,1601,4222,20022,44895,64767,https://images.gr-assets.com/books/1422312376m/9673436.jpg,https://images.gr-assets.com/books/1422312376s/9673436.jpg
809,5479,5479,39947767,38,60776099,9780060776090.0,"Aldous Huxley, Christopher Hitchens",1932.0,Brave New World/Brave New World Revisited,Brave New World / Brave New World Revisited,eng,4.16,108124,110115,1012,1215,3784,18335,39753,47028,https://images.gr-assets.com/books/1331315450m/5479.jpg,https://images.gr-assets.com/books/1331315450s/5479.jpg
810,1087204,1087204,2192688,17,1591169151,9781591169150.0,Bisco Hatori,2003.0,桜蘭高校ホスト部 1,"Ouran High School Host Club, Vol. 1 (Ouran High School Host Club, #1)",eng,4.36,113881,114117,949,2338,3593,13572,26298,68316,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
811,18812405,18812405,26747961,76,778316556,9780778316560.0,Mary Kubica,2014.0,The Good Girl,The Good Girl,eng,3.81,100936,122753,11244,2697,8081,30628,49795,31552,https://images.gr-assets.com/books/1388340126m/18812405.jpg,https://images.gr-assets.com/books/1388340126s/18812405.jpg
812,16070903,16070903,21864517,47,,,Abbi Glines,2012.0,"Fallen Too Far (Too Far, #1)","Fallen Too Far (Rosemary Beach, #1; Too Far, #1)",eng,4.21,138871,143547,7995,3366,6036,19726,42292,72127,https://images.gr-assets.com/books/1349565157m/16070903.jpg,https://images.gr-assets.com/books/1349565157s/16070903.jpg
813,18081809,18081809,25391048,51,1250049377,9781250049380.0,Rainbow Rowell,2014.0,Landline,Landline,eng,3.55,113805,123422,15782,5386,13087,38025,41984,24940,https://images.gr-assets.com/books/1499378092m/18081809.jpg,https://images.gr-assets.com/books/1499378092s/18081809.jpg
814,6262365,6262365,6445600,62,1905654588,9781905654580.0,"P.C. Cast, Kristin Cast",2008.0,Tempted,"Tempted (House of Night, #6)",eng,3.96,127387,137910,3165,4010,9937,29521,38966,55476,https://images.gr-assets.com/books/1408633041m/6262365.jpg,https://images.gr-assets.com/books/1408633041s/6262365.jpg
815,12497,12497,2996445,104,375706674,9780375706680.0,Cormac McCarthy,2005.0,No Country for Old Men,No Country for Old Men,eng,4.12,100513,110082,6281,1533,3795,16790,45304,42660,https://images.gr-assets.com/books/1443231179m/12497.jpg,https://images.gr-assets.com/books/1443231179s/12497.jpg
816,6101138,6101138,6278354,2,7230206,9780007230200.0,Hilary Mantel,2009.0,Wolf Hall,"Wolf Hall (Thomas Cromwell, #1)",eng,3.85,102936,118705,12827,6673,9916,21464,37421,43231,https://images.gr-assets.com/books/1336576165m/6101138.jpg,https://images.gr-assets.com/books/1336576165s/6101138.jpg
817,6294,6294,2001,75,006441034X,9780064410340.0,Diana Wynne Jones,1986.0,Howl's Moving Castle,"Howl's Moving Castle (Howl's Moving Castle, #1)",eng,4.3,123945,140348,9219,1370,3764,18194,45058,71962,https://images.gr-assets.com/books/1407450489m/6294.jpg,https://images.gr-assets.com/books/1407450489s/6294.jpg
818,11570,11570,643924,118,2226131906,9782226131900.0,"Stephen King, William Olivier Desmond",2001.0,Dreamcatcher,Dreamcatcher,fre,3.59,115855,122599,1856,5234,14010,36926,36389,30040,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
819,16902,16902,2361393,852,691096120,9780691096120.0,Henry David Thoreau,1854.0,Walden; or Life in the Woods,Walden,eng,3.79,108062,120653,3620,5092,10227,27683,39108,38543,https://images.gr-assets.com/books/1465675526m/16902.jpg,https://images.gr-assets.com/books/1465675526s/16902.jpg
820,28921,28921,3333111,170,571225381,9780571225380.0,Kazuo Ishiguro,1989.0,The Remains of the Day,The Remains of the Day,eng,4.1,105892,121763,7455,1500,5028,21065,46702,47468,https://images.gr-assets.com/books/1327128714m/28921.jpg,https://images.gr-assets.com/books/1327128714s/28921.jpg
821,10766509,10766509,15677976,91,446547654,9780446547660.0,Nicholas Sparks,2010.0,The Best of Me,The Best of Me,en-US,3.91,103915,124564,9610,2688,9119,28642,40370,43745,https://images.gr-assets.com/books/1301685366m/10766509.jpg,https://images.gr-assets.com/books/1301685366s/10766509.jpg
822,10746542,10746542,15657664,110,224094157,9780224094150.0,Julian Barnes,2011.0,The Sense of an Ending,The Sense of an Ending,eng,3.7,94968,114025,12966,2910,9843,30865,45258,25149,https://images.gr-assets.com/books/1311704453m/10746542.jpg,https://images.gr-assets.com/books/1311704453s/10746542.jpg
823,64863,64863,1299178,81,312938993,9780312938990.0,Sue Grafton,1982.0,A is for Alibi,"A is for Alibi (Kinsey Millhone, #1)",en-US,3.82,116026,121225,3236,2465,7563,34101,42272,34824,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
824,1554,1554,3098166,498,1580495931,9781580495940.0,"Sophocles, J.E. Thomas",-430.0,Οἰδίπους Τύραννος,"Oedipus Rex  (The Theban Plays, #1)",eng,3.67,119496,134384,2129,3032,12324,42020,45436,31572,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
825,5960325,5960325,5991850,52,1400067111,9781400067110.0,Lisa See,2009.0,Shanghai Girls,Shanghai Girls (Shanghai Girls #1),eng,3.87,106729,114862,8654,1334,5638,28727,49667,29496,https://images.gr-assets.com/books/1327968416m/5960325.jpg,https://images.gr-assets.com/books/1327968416s/5960325.jpg
826,5659,5659,1061285,1150,143039091,9780143039100.0,"Kenneth Grahame, Gillian Avery",1908.0,The Wind in the Willows,The Wind in the Willows,eng,3.98,124612,139791,4057,2608,7140,31301,47933,50809,https://images.gr-assets.com/books/1423183570m/5659.jpg,https://images.gr-assets.com/books/1423183570s/5659.jpg
827,15749186,15749186,21442106,60,,,Jenny Han,2014.0,To All the Boys I've Loved Before,"To All the Boys I've Loved Before (To All the Boys I've Loved Before, #1)",eng,4.11,136938,151311,17356,3388,6744,25033,51196,64950,https://images.gr-assets.com/books/1372086100m/15749186.jpg,https://images.gr-assets.com/books/1372086100s/15749186.jpg
828,9516,9516,3303888,39,037571457X,9780375714570.0,"Marjane Satrapi, Mattias Ripa",2000.0,Persepolis,"Persepolis: The Story of a Childhood (Persepolis, #1)",eng,4.23,117103,119965,6588,1138,3121,16734,45474,53498,https://images.gr-assets.com/books/1425871473m/9516.jpg,https://images.gr-assets.com/books/1425871473s/9516.jpg
829,3087,3087,4574872,557,1420925431,9781420925430.0,E.M. Forster,1908.0,A Room with a View,A Room with a View,eng,3.91,109994,122055,3969,2113,7241,28787,45563,38351,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
830,6931356,6931356,7162394,53,316084239,9780316084240.0,Kody Keplinger,2010.0,The DUFF: Designated Ugly Fat Friend,The DUFF: Designated Ugly Fat Friend,en-US,3.86,136736,146547,11130,5089,10817,33459,47351,49831,https://images.gr-assets.com/books/1271108843m/6931356.jpg,https://images.gr-assets.com/books/1271108843s/6931356.jpg
831,1295102,1295102,1284222,38,067001088X,9780670010880.0,Sarah Dessen,2008.0,Lock and Key,Lock and Key,eng,4.01,120475,127649,4950,1910,6407,27658,43875,47799,https://images.gr-assets.com/books/1479691949m/1295102.jpg,https://images.gr-assets.com/books/1479691949s/1295102.jpg
832,268602,479309,1097497,101,399151575,9780399151580.0,J.D. Robb,1995.0,Naked in Death,"Naked in Death (In Death, #1)",en-US,4.13,78028,126781,4462,3226,5211,21254,39535,57555,https://images.gr-assets.com/books/1297783540m/268602.jpg,https://images.gr-assets.com/books/1297783540s/268602.jpg
833,5355,5355,1254155,112,385339666,9780385339670.0,John Grisham,1994.0,The Chamber,The Chamber,eng,3.76,102715,106806,1337,1706,7154,32686,38347,26913,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
834,4502877,4502877,4551869,1,,,Stephenie Meyer,2008.0,Midnight Sun (Partial Draft),"Midnight Sun (Twilight, #1.5)",eng,4.03,138118,138117,9189,6209,9089,23237,35433,64149,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
835,204042,204042,197436,49,1569319006,9781569319000.0,"Masashi Kishimoto, Katy Bridges",1999.0,NARUTO -ナルト- 巻ノ一 ,"Naruto, Vol. 01: The Tests of the Ninja (Naruto, #1)",eng,4.35,104633,105269,1207,2105,3635,13142,23193,63194,https://images.gr-assets.com/books/1435524806m/204042.jpg,https://images.gr-assets.com/books/1435524806s/204042.jpg
836,13227454,13227454,18156927,89,812993292,9780812993300.0,Rachel Joyce,2012.0,The Unlikely Pilgrimage of Harold Fry,"The Unlikely Pilgrimage of Harold Fry (Harold Fry, #1)",eng,3.89,94012,113876,14583,1925,6032,26242,48627,31050,https://images.gr-assets.com/books/1335816092m/13227454.jpg,https://images.gr-assets.com/books/1335816092s/13227454.jpg
837,13262783,13262783,18464379,66,307931889,9780307931890.0,David Levithan,2012.0,Every Day,"Every Day (Every Day, #1)",eng,3.99,121863,133960,15539,2994,7882,26109,47403,49572,https://images.gr-assets.com/books/1356993940m/13262783.jpg,https://images.gr-assets.com/books/1356993940s/13262783.jpg
838,8648,8648,1150594,79,312861877,9780312861870.0,Orson Scott Card,1991.0,Xenocide,"Xenocide (Ender's Saga, #3)",eng,3.77,104467,115183,3217,1842,8424,33016,43038,28863,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
839,24128,24128,2682703,1088,743477561,9780743477570.0,"William Shakespeare, Robert          Jackson, Barbara A. Mowat, Paul Werstine",1596.0,The Merchant of Venice,The Merchant of Venice,eng,3.78,115621,128289,2616,1925,9212,36917,46745,33490,https://images.gr-assets.com/books/1327871054m/24128.jpg,https://images.gr-assets.com/books/1327871054s/24128.jpg
840,402093,402093,1755568,120,440178002,9780440178000.0,James Clavell,1975.0,Shōgun,"Shōgun (Asian Saga, #1)",eng,4.37,104339,115527,3075,872,2373,13468,35713,63101,https://images.gr-assets.com/books/1397228842m/402093.jpg,https://images.gr-assets.com/books/1397228842s/402093.jpg
841,42900,42900,1214837,52,451219368,9780451219370.0,J.R. Ward,2006.0,"Lover Awakened (Black Dagger Brotherhood, #3)","Lover Awakened (Black Dagger Brotherhood, #3)",eng,4.45,134249,142754,5926,1196,2744,14043,36965,87806,https://images.gr-assets.com/books/1388773547m/42900.jpg,https://images.gr-assets.com/books/1388773547s/42900.jpg
842,16096824,16096824,21905102,54,1619634449,9781619634440.0,Sarah J. Maas,2015.0,A Court of Thorns and Roses,"A Court of Thorns and Roses (A Court of Thorns and Roses, #1)",eng,4.29,167848,188723,25463,3499,6586,22541,56042,100055,https://images.gr-assets.com/books/1491595796m/16096824.jpg,https://images.gr-assets.com/books/1491595796s/16096824.jpg
843,13584236,13584236,19171215,31,345803574,9780345803570.0,E.L. James,2012.0,,"Fifty Shades Trilogy (Fifty Shades, #1-3)",,4.13,76876,101613,6275,5505,6427,13235,20763,55683,https://images.gr-assets.com/books/1431573483m/13584236.jpg,https://images.gr-assets.com/books/1431573483s/13584236.jpg
844,293595,293595,680304,42,068983568X,9780689835680.0,"Bill Martin Jr., John Archambault, Lois Ehlert",1989.0,Chicka Chicka Boom Boom,Chicka Chicka Boom Boom,eng,4.21,105192,116089,3318,2524,5879,18923,26523,62240,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
845,6393631,6393631,6582125,28,545132053,9780545132050.0,Raina Telgemeier,2009.0,Smile,Smile,eng,4.19,98628,102804,6516,3201,4369,15206,26690,53338,https://images.gr-assets.com/books/1438206850m/6393631.jpg,https://images.gr-assets.com/books/1438206850s/6393631.jpg
846,5472,5472,2966408,51,151010269,9780151010260.0,"George Orwell, Christopher Hitchens",1950.0, Animal Farm & 1984,Animal Farm / 1984,eng,4.26,116197,118761,1293,1212,3276,16511,40583,57179,https://images.gr-assets.com/books/1327959366m/5472.jpg,https://images.gr-assets.com/books/1327959366s/5472.jpg
847,5161,5161,1207024,48,140286276,9780140286270.0,Jacquelyn Mitchard,1996.0,The Deep End of the Ocean,"The Deep End of the Ocean (Cappadora Family, #1)",en-US,3.84,102733,104471,1095,1741,6092,27939,39820,28879,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
848,12555,12555,1898187,79,345457374,9780345457370.0,Amy Tan,2001.0,The Bonesetter's Daughter,The Bonesetter's Daughter,en-US,3.98,99926,105274,2871,730,3502,23935,46287,30820,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
849,402013,402013,108471,67,60288140,9780060288140.0,Louise Rennison,1999.0,"Angus, Thongs and Full-Frontal Snogging","Angus, Thongs and Full-Frontal Snogging (Confessions of Georgia Nicolson, #1)",eng,3.74,112733,118893,3833,4507,10953,31648,35061,36724,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
850,13538873,13538873,6736543,88,374214913,9780374214910.0,Robin Sloan,2012.0,Mr. Penumbra's 24-Hour Bookstore,"Mr. Penumbra's 24-Hour Bookstore (Mr. Penumbra's 24-Hour Bookstore, #1)",eng,3.75,110552,127396,20150,2419,9582,34956,50973,29466,https://images.gr-assets.com/books/1345089845m/13538873.jpg,https://images.gr-assets.com/books/1345089845s/13538873.jpg
851,43448,43448,3311885,111,743496310,9780743496320.0,V.C. Andrews,1979.0,Flowers in the Attic,"Flowers in the Attic (Dollanganger, #1)",eng,3.79,109063,122259,6055,4467,10284,30206,38523,38779,https://images.gr-assets.com/books/1327880853m/43448.jpg,https://images.gr-assets.com/books/1327880853s/43448.jpg
